"","dog","sample","burst.timestamp","sample.timestamp","behaviour","X","Y","Z","index"
"20671","woody",94254,"05:49.0","05:49.0","run",1629,2521,1727,250
"20672","woody",94255,"05:49.0","05:49.1","run",2114,2613,894,250
"20673","woody",94256,"05:49.0","05:49.2","run",2115,1632,2386,250
"20674","woody",94257,"05:49.0","05:49.3","run",2750,2085,1919,250
"20675","woody",94258,"05:49.0","05:49.4","run",1718,2059,1525,250
"20676","woody",94259,"05:49.0","05:49.5","run",2057,2231,2161,250
"20677","woody",94260,"05:49.0","05:49.6","run",2756,2949,1139,250
"20678","woody",94261,"05:49.0","05:49.7","run",2007,2044,1608,250
"20679","woody",94262,"05:49.0","05:49.8","run",2100,1993,2134,250
"20680","woody",94263,"05:49.0","05:49.9","run",2568,2331,954,250
"20681","woody",94264,"05:49.0","05:50.0","run",1800,2109,1616,251
"20682","woody",94265,"05:49.0","05:50.1","run",1961,2201,1415,251
"20683","woody",94266,"05:49.0","05:50.2","run",1833,2364,1145,251
"20684","woody",94267,"05:49.0","05:50.3","run",2111,2193,1784,251
"20685","woody",94268,"05:49.0","05:50.4","run",1805,1871,1960,251
"20686","woody",94269,"05:49.0","05:50.5","run",2335,2062,1505,251
"20687","woody",94270,"05:49.0","05:50.6","run",1854,1789,1295,251
"20688","woody",94271,"05:49.0","05:50.7","run",2617,1753,1553,251
"20689","woody",94272,"05:49.0","05:50.8","run",1755,2472,1525,251
"20690","woody",94273,"05:49.0","05:50.9","run",2471,2663,1764,251
"20691","woody",94284,"05:49.0","05:52.0","run",3863,1762,2436,251
"20692","woody",94285,"05:49.0","05:52.1","run",0,1551,1697,251
"20693","woody",94286,"05:49.0","05:52.2","run",1532,2541,1313,251
"20694","woody",94287,"05:49.0","05:52.3","run",2502,1688,2462,251
"20695","woody",94288,"05:49.0","05:52.4","run",2724,2074,3131,251
"20696","woody",94289,"05:49.0","05:52.5","run",1837,2426,1273,251
"20697","woody",94290,"05:49.0","05:52.6","run",1190,2268,1155,251
"20698","woody",94291,"05:49.0","05:52.7","run",2180,2006,2483,251
"20699","woody",94292,"05:49.0","05:52.8","run",2008,1995,2688,251
"20700","woody",94293,"05:49.0","05:52.9","run",996,2086,1623,251
"20701","woody",94294,"05:49.0","05:53.0","run",2581,907,44,252
"20702","woody",94295,"05:49.0","05:53.1","run",1697,1978,2351,252
"20703","woody",94296,"05:49.0","05:53.2","run",2159,1909,2436,252
"20704","woody",94297,"05:49.0","05:53.3","run",1501,2285,1820,252
"20705","woody",94298,"05:49.0","05:53.4","run",986,2270,1406,252
"20706","woody",94299,"05:49.0","05:53.5","run",1895,1749,2020,252
"20707","woody",94300,"05:49.0","05:53.6","run",2192,2074,2004,252
"20708","woody",94301,"05:49.0","05:53.7","run",1606,2060,2159,252
"20709","woody",94302,"05:49.0","05:53.8","run",1650,2375,357,252
"20710","woody",94303,"05:49.0","05:53.9","run",1780,1880,1550,252
"20711","woody",94304,"05:49.0","05:54.0","run",1896,2104,2389,252
"20712","woody",94305,"05:49.0","05:54.1","run",1690,2535,1391,252
"20713","woody",94306,"05:49.0","05:54.2","run",65,3046,2462,252
"20714","woody",94307,"05:49.0","05:54.3","run",1003,2195,2026,252
"20715","woody",94308,"05:49.0","05:54.4","run",1563,2016,2092,252
"20716","woody",94309,"05:49.0","05:54.5","run",1843,3114,853,252
"20717","woody",94310,"05:49.0","05:54.6","run",1800,2608,1340,252
"20718","woody",94311,"05:49.0","05:54.7","run",1602,2014,2120,252
"20719","woody",94312,"05:49.0","05:54.8","run",2146,2041,2189,252
"20720","woody",94313,"05:49.0","05:54.9","run",3450,1381,1907,252
"20721","woody",94314,"05:49.0","05:55.0","run",1378,2892,789,253
"20722","woody",94315,"05:49.0","05:55.1","run",2291,2338,1402,253
"20723","woody",94316,"05:49.0","05:55.2","run",2460,1785,2264,253
"20724","woody",94317,"05:49.0","05:55.3","run",2730,2251,2239,253
"20725","woody",94318,"05:49.0","05:55.4","run",1050,3160,879,253
"20726","woody",94319,"05:49.0","05:55.5","run",2273,2123,1836,253
"20727","woody",94320,"05:49.0","05:55.6","run",2292,2121,1492,253
"20728","woody",94321,"05:49.0","05:55.7","run",2330,1775,2361,253
"20729","woody",94322,"05:49.0","05:55.8","run",2460,2159,2356,253
"20730","woody",94323,"05:49.0","05:55.9","run",483,2719,731,253
"20731","woody",94324,"05:49.0","05:56.0","run",2162,2171,1949,253
"20732","woody",94325,"05:49.0","05:56.1","run",2393,2026,1358,253
"20733","woody",94326,"05:49.0","05:56.2","run",2813,2017,2122,253
"20734","woody",94327,"05:49.0","05:56.3","run",2290,2130,2195,253
"20735","woody",94328,"05:49.0","05:56.4","run",1914,2234,904,253
"20736","woody",94329,"05:49.0","05:56.5","run",2157,2576,1224,253
"20737","woody",94330,"05:49.0","05:56.6","run",2412,1631,2421,253
"20738","woody",94331,"05:49.0","05:56.7","run",2424,2034,2406,253
"20739","woody",94332,"05:49.0","05:56.8","run",1617,2357,160,253
"20740","woody",94333,"05:49.0","05:56.9","run",1922,2289,1858,253
"20741","woody",94334,"05:49.0","05:57.0","run",2346,2038,1557,254
"20742","woody",94335,"05:49.0","05:57.1","run",2472,1997,2158,254
"20743","woody",94336,"05:49.0","05:57.2","run",2352,2101,2210,254
"20744","woody",94337,"05:49.0","05:57.3","run",757,2400,522,254
"20745","woody",94338,"05:49.0","05:57.4","run",1760,2436,1152,254
"20746","woody",94339,"05:49.0","05:57.5","run",2283,2015,2092,254
"20747","woody",94340,"05:49.0","05:57.6","run",2727,2087,2240,254
"20748","woody",94341,"05:49.0","05:57.7","run",2343,1963,1835,254
"20749","woody",94342,"05:49.0","05:57.8","run",2124,2055,1084,254
"20750","woody",94343,"05:49.0","05:57.9","run",2361,2561,1143,254
"20751","woody",94344,"05:49.0","05:58.0","run",2077,1861,2179,254
"20752","woody",94345,"05:49.0","05:58.2","run",2303,1982,2584,254
"20753","woody",94346,"05:49.0","05:58.3","run",2218,2294,26,254
"20754","woody",94347,"05:49.0","05:58.4","run",1652,2449,1427,254
"20755","woody",94348,"05:49.0","05:58.5","run",2543,2015,1952,254
"20756","woody",94349,"05:49.0","05:58.6","run",2611,2022,2138,254
"20757","woody",94350,"05:49.0","05:58.7","run",2732,2068,2077,254
"20758","woody",94351,"05:49.0","05:58.8","run",1791,2085,988,254
"20759","woody",94352,"05:49.0","05:58.9","run",2206,2766,891,254
"20760","woody",94353,"05:49.0","05:59.0","run",2035,2016,2105,254
"20761","woody",94354,"05:49.0","05:59.1","run",2422,2098,2181,255
"20762","woody",94355,"05:49.0","05:59.2","run",3429,2109,118,255
"20763","woody",94356,"05:49.0","05:59.3","run",1944,2009,1649,255
"20764","woody",94357,"05:49.0","05:59.4","run",2669,2828,714,255
"20765","woody",94358,"05:49.0","05:59.5","run",2070,2092,1898,255
"20766","woody",94359,"05:49.0","05:59.6","run",2538,1969,2094,255
"20767","woody",94360,"05:49.0","05:59.7","run",2184,2938,559,255
"20768","woody",94361,"05:49.0","05:59.8","run",1975,2317,1879,255
"20769","woody",94362,"05:49.0","05:59.9","run",2060,1931,2039,255
"20770","woody",94363,"05:49.0","06:00.0","run",2027,2397,1216,255
"20771","woody",94364,"05:49.0","06:00.1","run",1958,1841,1924,255
"20772","woody",94365,"05:49.0","06:00.2","run",2164,2352,989,255
"20773","woody",94366,"05:49.0","06:00.3","run",2106,2063,1818,255
"20774","woody",94367,"05:49.0","06:00.4","run",2201,2159,2202,255
"20775","woody",94368,"05:49.0","06:00.5","run",2771,2187,1417,255
"20776","woody",94369,"05:49.0","06:00.6","run",1624,1847,1682,255
"20777","woody",94370,"05:49.0","06:00.7","run",2291,2258,378,255
"20778","woody",94371,"05:49.0","06:00.8","run",2087,2127,1310,255
"20779","woody",94372,"05:49.0","06:00.9","run",2196,2202,2467,255
"20780","woody",94373,"05:49.0","06:01.0","run",1958,1699,2218,255
"20781","woody",94374,"05:49.0","06:01.1","run",1963,3655,1450,256
"20782","woody",94375,"05:49.0","06:01.2","run",1561,2476,770,256
"20783","woody",94376,"05:49.0","06:01.3","run",1936,1701,1677,256
"20784","woody",94377,"05:49.0","06:01.4","run",2180,2216,2405,256
"20785","woody",94378,"05:49.0","06:01.5","run",2976,1907,2288,256
"20786","woody",94379,"05:49.0","06:01.6","run",1999,4095,1533,256
"20787","woody",94380,"05:49.0","06:01.7","run",2318,2104,682,256
"20788","woody",94381,"05:49.0","06:01.8","run",2626,1677,3044,256
"20789","woody",94382,"05:49.0","06:01.9","run",2230,1541,2202,256
"20790","woody",94383,"05:49.0","06:02.0","run",1574,456,892,256
"20791","woody",94434,"06:10.0","06:10.0","run",2071,2124,2274,256
"20792","woody",94435,"06:10.0","06:10.1","run",2298,2869,1739,256
"20793","woody",94436,"06:10.0","06:10.2","run",1730,2385,1168,256
"20794","woody",94437,"06:10.0","06:10.3","run",1524,1856,1947,256
"20795","woody",94438,"06:10.0","06:10.4","run",1195,3238,992,256
"20796","woody",94439,"06:10.0","06:10.5","run",1251,1487,1587,256
"20797","woody",94440,"06:10.0","06:10.6","run",1449,1790,2020,256
"20798","woody",94441,"06:10.0","06:10.7","run",1834,2067,2040,256
"20799","woody",94442,"06:10.0","06:10.8","run",2192,1298,1358,256
"20800","woody",94443,"06:10.0","06:10.9","run",1398,1693,1551,256
"20801","woody",94444,"06:10.0","06:11.0","run",1861,1849,1663,257
"20802","woody",94445,"06:10.0","06:11.1","run",1963,1997,1600,257
"20803","woody",94446,"06:10.0","06:11.2","run",1884,1853,1586,257
"20804","woody",94447,"06:10.0","06:11.3","run",1843,2276,1795,257
"20805","woody",94448,"06:10.0","06:11.4","run",1601,2172,1613,257
"20806","woody",94449,"06:10.0","06:11.5","run",1648,2013,1528,257
"20807","woody",94450,"06:10.0","06:11.6","run",1699,2096,1595,257
"20808","woody",94451,"06:10.0","06:11.7","run",1832,2269,1659,257
"20809","woody",94452,"06:10.0","06:11.8","run",1825,2107,1541,257
"20810","woody",94453,"06:10.0","06:11.9","run",1855,2013,1597,257
"20811","woody",94504,"06:10.0","06:17.0","run",3032,2008,2374,257
"20812","woody",94505,"06:10.0","06:17.1","run",2216,2066,2003,257
"20813","woody",94506,"06:10.0","06:17.2","run",1713,1973,813,257
"20814","woody",94507,"06:10.0","06:17.3","run",1620,2361,1160,257
"20815","woody",94508,"06:10.0","06:17.4","run",2581,2195,1950,257
"20816","woody",94509,"06:10.0","06:17.5","run",2865,2142,3004,257
"20817","woody",94510,"06:10.0","06:17.6","run",1505,2247,1843,257
"20818","woody",94511,"06:10.0","06:17.7","run",2255,2072,1522,257
"20819","woody",94512,"06:10.0","06:17.8","run",2319,2078,1809,257
"20820","woody",94513,"06:10.0","06:17.9","run",2848,1992,2246,257
"20821","woody",94514,"06:10.0","06:18.0","run",2221,2139,2023,258
"20822","woody",94515,"06:10.0","06:18.1","run",1133,2735,396,258
"20823","woody",94516,"06:10.0","06:18.2","run",1980,2756,943,258
"20824","woody",94517,"06:10.0","06:18.3","run",2422,1452,2370,258
"20825","woody",94518,"06:10.0","06:18.4","run",2343,1985,2339,258
"20826","woody",94519,"06:10.0","06:18.5","run",1706,2181,1775,258
"20827","woody",94520,"06:10.0","06:18.6","run",2006,2003,1591,258
"20828","woody",94521,"06:10.0","06:18.7","run",2545,2277,1795,258
"20829","woody",94522,"06:10.0","06:18.8","run",2642,1965,2003,258
"20830","woody",94523,"06:10.0","06:18.9","run",2210,2152,2011,258
"20831","woody",94524,"06:10.0","06:19.0","run",896,2329,227,258
"20832","woody",94525,"06:10.0","06:19.1","run",2214,2855,888,258
"20833","woody",94526,"06:10.0","06:19.3","run",2083,1751,2329,258
"20834","woody",94527,"06:10.0","06:19.4","run",2312,2006,2355,258
"20835","woody",94528,"06:10.0","06:19.5","run",2409,1980,1875,258
"20836","woody",94529,"06:10.0","06:19.6","run",2084,2115,1137,258
"20837","woody",94530,"06:10.0","06:19.7","run",2451,2625,1353,258
"20838","woody",94531,"06:10.0","06:19.8","run",2119,1801,2107,258
"20839","woody",94532,"06:10.0","06:19.9","run",2222,2007,2123,258
"20840","woody",94533,"06:10.0","06:20.0","run",2808,1902,452,258
"20841","woody",94534,"06:10.0","06:20.1","run",2054,2063,1593,259
"20842","woody",94535,"06:10.0","06:20.2","run",2330,2339,1266,259
"20843","woody",94536,"06:10.0","06:20.3","run",2109,1977,2459,259
"20844","woody",94537,"06:10.0","06:20.4","run",2115,2152,2152,259
"20845","woody",94538,"06:10.0","06:20.5","run",1700,2164,2001,259
"20846","woody",94539,"06:10.0","06:20.6","run",2055,2300,1865,259
"20847","woody",94540,"06:10.0","06:20.7","run",2148,2744,1155,259
"20848","woody",94541,"06:10.0","06:20.8","run",2090,1704,2470,259
"20849","woody",94542,"06:10.0","06:20.9","run",2160,2076,2080,259
"20850","woody",94543,"06:10.0","06:21.0","run",1848,1844,1004,259
"20851","woody",94544,"06:10.0","06:21.1","run",2038,2313,1833,259
"20852","woody",94545,"06:10.0","06:21.2","run",2705,2663,955,259
"20853","woody",94546,"06:10.0","06:21.3","run",2023,2171,1593,259
"20854","woody",94547,"06:10.0","06:21.4","run",2085,1980,2141,259
"20855","woody",94548,"06:10.0","06:21.5","run",3637,2749,1097,259
"20856","woody",94549,"06:10.0","06:21.6","run",1416,2564,1640,259
"20857","woody",94550,"06:10.0","06:21.7","run",2123,2212,2302,259
"20858","woody",94551,"06:10.0","06:21.8","run",1780,1499,1467,259
"20859","woody",94552,"06:10.0","06:21.9","run",1822,1767,1362,259
"20860","woody",94553,"06:10.0","06:22.0","run",1998,2111,1848,259
"20861","woody",94563,"06:10.0","06:23.0","run",2290,2103,1689,260
"20862","woody",94564,"06:10.0","06:23.1","run",2194,2221,1600,260
"20863","woody",94565,"06:10.0","06:23.2","run",2107,2314,1875,260
"20864","woody",94566,"06:10.0","06:23.3","run",2584,2584,1648,260
"20865","woody",94567,"06:10.0","06:23.4","run",2158,3216,816,260
"20866","woody",94568,"06:10.0","06:23.5","run",1851,1580,2205,260
"20867","woody",94569,"06:10.0","06:23.6","run",3017,1476,2547,260
"20868","woody",94570,"06:10.0","06:23.7","run",2208,1871,2240,260
"20869","woody",94571,"06:10.0","06:23.8","run",1443,2682,1833,260
"20870","woody",94572,"06:10.0","06:23.9","run",2900,1905,2127,260
"20871","woody",94573,"06:10.0","06:24.0","run",2723,2100,3113,260
"20872","woody",94574,"06:10.0","06:24.1","run",1013,2760,601,260
"20873","woody",94575,"06:10.0","06:24.2","run",1678,2076,1432,260
"20874","woody",94576,"06:10.0","06:24.3","run",4025,1939,2344,260
"20875","woody",94577,"06:10.0","06:24.4","run",1880,1941,2600,260
"20876","woody",94578,"06:10.0","06:24.5","run",2664,2723,355,260
"20877","woody",94579,"06:10.0","06:24.6","run",2266,2341,1934,260
"20878","woody",94580,"06:10.0","06:24.7","run",3007,2352,2761,260
"20879","woody",94581,"06:10.0","06:24.8","run",778,2236,1550,260
"20880","woody",94582,"06:10.0","06:24.9","run",1521,2298,955,260
"20881","woody",94583,"06:10.0","06:25.0","run",2691,2174,2727,261
"20882","woody",94584,"06:10.0","06:25.1","run",2682,1974,3073,261
"20883","woody",94585,"06:10.0","06:25.2","run",758,2192,1791,261
"20884","woody",94586,"06:10.0","06:25.3","run",1528,2760,722,261
"20885","woody",94587,"06:10.0","06:25.4","run",2317,2063,2612,261
"20886","woody",94588,"06:10.0","06:25.5","run",2540,2056,2602,261
"20887","woody",94589,"06:10.0","06:25.6","run",1364,2417,2028,261
"20888","woody",94590,"06:10.0","06:25.7","run",1717,2422,406,261
"20889","woody",94591,"06:10.0","06:25.8","run",2018,2400,1445,261
"20890","woody",94592,"06:10.0","06:25.9","run",2431,1969,2209,261
"20891","woody",94593,"06:10.0","06:26.0","run",2117,2247,1971,261
"20892","woody",94594,"06:10.0","06:26.1","run",2642,1559,617,261
"20893","woody",94595,"06:10.0","06:26.2","run",1865,3253,447,261
"20894","woody",94596,"06:10.0","06:26.3","run",1756,2123,1618,261
"20895","woody",94597,"06:10.0","06:26.4","run",2143,2080,2334,261
"20896","woody",94598,"06:10.0","06:26.5","run",3900,1950,110,261
"20897","woody",94599,"06:10.0","06:26.6","run",1480,2267,1503,261
"20898","woody",94600,"06:10.0","06:26.7","run",1727,2912,1951,261
"20899","woody",94601,"06:10.0","06:26.8","run",2256,2377,2450,261
"20900","woody",94602,"06:10.0","06:26.9","run",1432,3770,1511,261
"20901","woody",94603,"06:10.0","06:27.0","run",1759,1692,1593,262
"20902","woody",94604,"06:10.0","06:27.1","run",608,2157,2335,262
"20903","woody",94605,"06:10.0","06:27.2","run",3404,1876,1705,262
"20904","woody",94606,"06:10.0","06:27.3","run",1360,3032,893,262
"20905","woody",94607,"06:10.0","06:27.4","run",1298,2484,1373,262
"20906","woody",94608,"06:10.0","06:27.5","run",1488,1947,1588,262
"20907","woody",94609,"06:10.0","06:27.6","run",2168,2012,2399,262
"20908","woody",94610,"06:10.0","06:27.7","run",3385,1964,2637,262
"20909","woody",94611,"06:10.0","06:27.8","run",1939,2093,2520,262
"20910","woody",94612,"06:10.0","06:27.9","run",1536,2681,1293,262
"20911","woody",94614,"06:31.0","06:31.0","run",2262,2011,1677,262
"20912","woody",94615,"06:31.0","06:31.1","run",1838,2169,1538,262
"20913","woody",94616,"06:31.0","06:31.2","run",2431,2199,1555,262
"20914","woody",94617,"06:31.0","06:31.3","run",2559,2044,1914,262
"20915","woody",94618,"06:31.0","06:31.4","run",2364,2064,2187,262
"20916","woody",94619,"06:31.0","06:31.5","run",1149,2722,510,262
"20917","woody",94620,"06:31.0","06:31.6","run",1944,3012,693,262
"20918","woody",94621,"06:31.0","06:31.7","run",1950,2034,2107,262
"20919","woody",94622,"06:31.0","06:31.8","run",2554,2059,2290,262
"20920","woody",94623,"06:31.0","06:31.9","run",2538,2037,1896,262
"20921","woody",94624,"06:31.0","06:32.0","run",1971,2132,1142,263
"20922","woody",94625,"06:31.0","06:32.1","run",2425,2720,1184,263
"20923","woody",94626,"06:31.0","06:32.2","run",1946,1657,2399,263
"20924","woody",94627,"06:31.0","06:32.3","run",2462,2024,2325,263
"20925","woody",94628,"06:31.0","06:32.4","run",3507,1889,134,263
"20926","woody",94629,"06:31.0","06:32.5","run",1926,2119,1648,263
"20927","woody",94630,"06:31.0","06:32.6","run",2516,2504,711,263
"20928","woody",94631,"06:31.0","06:32.7","run",2013,2155,1789,263
"20929","woody",94632,"06:31.0","06:32.8","run",2301,1867,2109,263
"20930","woody",94633,"06:31.0","06:32.9","run",3028,2261,1299,263
"20931","woody",94634,"06:31.0","06:33.0","run",2007,2195,1759,263
"20932","woody",94635,"06:31.0","06:33.1","run",1905,2017,2087,263
"20933","woody",94636,"06:31.0","06:33.2","run",1675,2453,953,263
"20934","woody",94637,"06:31.0","06:33.3","run",2091,2005,1958,263
"20935","woody",94638,"06:31.0","06:33.4","run",2040,2139,2088,263
"20936","woody",94639,"06:31.0","06:33.5","run",2204,2240,1109,263
"20937","woody",94640,"06:31.0","06:33.6","run",2030,2158,1878,263
"20938","woody",94641,"06:31.0","06:33.7","run",2725,2274,979,263
"20939","woody",94642,"06:31.0","06:33.8","run",1824,2200,1283,263
"20940","woody",94643,"06:31.0","06:33.9","run",2149,2064,1767,263
"20941","woody",94644,"06:31.0","06:34.0","run",1875,2074,1812,264
"20942","woody",94645,"06:31.0","06:34.1","run",2177,2186,1146,264
"20943","woody",94646,"06:31.0","06:34.2","run",2001,2039,1591,264
"20944","woody",94647,"06:31.0","06:34.3","run",2167,2245,1750,264
"20945","woody",94648,"06:31.0","06:34.4","run",2320,2364,1580,264
"20946","woody",94649,"06:31.0","06:34.5","run",2268,2185,1643,264
"20947","woody",94650,"06:31.0","06:34.6","run",2276,2202,1676,264
"20948","woody",94651,"06:31.0","06:34.7","run",2275,2188,1634,264
"20949","woody",94652,"06:31.0","06:34.8","run",2332,2134,1672,264
"20950","woody",94653,"06:31.0","06:34.9","run",2307,2145,1656,264
"20951","woody",94654,"06:31.0","06:35.0","run",2262,2207,1570,264
"20952","woody",94655,"06:31.0","06:35.1","run",2295,2180,1640,264
"20953","woody",94656,"06:31.0","06:35.2","run",2147,2113,1695,264
"20954","woody",94657,"06:31.0","06:35.3","run",2465,2013,1891,264
"20955","woody",94658,"06:31.0","06:35.4","run",2291,2173,1537,264
"20956","woody",94659,"06:31.0","06:35.5","run",2119,2309,1567,264
"20957","woody",94660,"06:31.0","06:35.6","run",2304,2170,1638,264
"20958","woody",94661,"06:31.0","06:35.7","run",2420,2134,1712,264
"20959","woody",94662,"06:31.0","06:35.8","run",2544,1972,2082,264
"20960","woody",94663,"06:31.0","06:35.9","run",2734,2337,2129,264
"20961","gr",96022,"26:17.0","26:18.0","run",2855,2195,798,265
"20962","gr",96022,"26:17.0","26:18.1","run",1765,2090,1815,265
"20963","gr",96022,"26:17.0","26:18.2","run",1468,1984,2055,265
"20964","gr",96022,"26:17.0","26:18.3","run",1209,2269,2085,265
"20965","gr",96022,"26:17.0","26:18.4","run",2950,2315,1088,265
"20966","gr",96022,"26:17.0","26:18.5","run",1829,1855,1615,265
"20967","gr",96022,"26:17.0","26:18.6","run",1606,1954,2241,265
"20968","gr",96022,"26:17.0","26:18.7","run",1324,2337,2660,265
"20969","gr",96022,"26:17.0","26:18.8","run",2398,2542,1065,265
"20970","gr",96022,"26:17.0","26:18.9","run",1866,1630,1576,265
"20971","gr",96022,"26:17.0","26:19.0","run",1690,1902,2379,265
"20972","gr",96022,"26:17.0","26:19.1","run",1384,2099,2465,265
"20973","gr",96022,"26:17.0","26:19.2","run",2068,2067,1813,265
"20974","gr",96022,"26:17.0","26:19.3","run",2721,2623,971,265
"20975","gr",96022,"26:17.0","26:19.4","run",1796,1890,2344,265
"20976","gr",96022,"26:17.0","26:19.5","run",1393,1789,2577,265
"20977","gr",96022,"26:17.0","26:19.6","run",1744,1936,1492,265
"20978","gr",96022,"26:17.0","26:19.7","run",3010,2493,920,265
"20979","gr",96022,"26:17.0","26:19.8","run",1630,1896,2053,265
"20980","gr",96022,"26:17.0","26:19.9","run",1539,1975,2242,265
"20981","gr",96022,"26:17.0","26:20.0","run",1057,1707,1447,266
"20982","gr",96022,"26:17.0","26:20.1","run",2804,2500,1040,266
"20983","gr",96022,"26:17.0","26:20.2","run",1795,2168,1724,266
"20984","gr",96022,"26:17.0","26:20.3","run",1711,2051,2132,266
"20985","gr",96022,"26:17.0","26:20.4","run",1129,1292,1201,266
"20986","gr",96022,"26:17.0","26:20.5","run",2211,2247,1458,266
"20987","gr",96022,"26:17.0","26:20.6","run",1944,2316,1568,266
"20988","gr",96022,"26:17.0","26:20.7","run",1793,2093,2189,266
"20989","gr",96022,"26:17.0","26:20.8","run",735,2029,1780,266
"20990","gr",96022,"26:17.0","26:20.9","run",2370,2403,1600,266
"20991","gr",96022,"26:17.0","26:21.0","run",2427,2773,1021,266
"20992","gr",96022,"26:17.0","26:21.1","run",1768,2119,2261,266
"20993","gr",96022,"26:17.0","26:21.2","run",1594,2118,2063,266
"20994","gr",96022,"26:17.0","26:21.3","run",1997,1794,1511,266
"20995","gr",96022,"26:17.0","26:21.4","run",1651,1836,1082,266
"20996","gr",96022,"26:17.0","26:21.5","run",1961,1975,1706,266
"20997","gr",96022,"26:17.0","26:21.6","run",1798,2248,2042,266
"20998","gr",96022,"26:17.0","26:21.7","run",1984,1823,1435,266
"20999","gr",96022,"26:17.0","26:21.8","run",1824,2232,1882,266
"21000","gr",96022,"26:17.0","26:21.9","run",2229,2182,1229,266
"21001","gr",96022,"26:17.0","26:33.0","run",693,1759,3022,267
"21002","gr",96022,"26:17.0","26:33.1","run",2200,2055,2300,267
"21003","gr",96022,"26:17.0","26:33.2","run",1501,3501,1268,267
"21004","gr",96022,"26:17.0","26:33.3","run",17,1966,1985,267
"21005","gr",96022,"26:17.0","26:33.4","run",1942,1885,3045,267
"21006","gr",96022,"26:17.0","26:33.5","run",2409,2512,1928,267
"21007","gr",96022,"26:17.0","26:33.6","run",2421,2883,1084,267
"21008","gr",96022,"26:17.0","26:33.7","run",1349,1799,2992,267
"21009","gr",96022,"26:17.0","26:33.8","run",2050,2091,2407,267
"21010","gr",96022,"26:17.0","26:33.9","run",1265,3151,951,267
"21011","gr",96022,"26:17.0","26:34.0","run",651,2581,2867,267
"21012","gr",96022,"26:17.0","26:34.1","run",1973,1954,2638,267
"21013","gr",96022,"26:17.0","26:34.2","run",407,2258,0,267
"21014","gr",96022,"26:17.0","26:34.3","run",1947,2442,1833,267
"21015","gr",96022,"26:17.0","26:34.4","run",1243,2333,3236,267
"21016","gr",96022,"26:17.0","26:34.5","run",4095,1228,697,267
"21017","gr",96022,"26:17.0","26:34.6","run",2174,1348,1560,267
"21018","gr",96022,"26:17.0","26:34.7","run",334,1898,2393,267
"21019","gr",96022,"26:17.0","26:34.8","run",2219,2021,2424,267
"21020","gr",96022,"26:17.0","26:34.9","run",1767,2713,560,267
"21021","gr",96022,"26:38.0","26:39.0","run",2320,2037,1573,268
"21022","gr",96022,"26:38.0","26:39.1","run",2520,2167,1525,268
"21023","gr",96022,"26:38.0","26:39.2","run",2384,2026,1504,268
"21024","gr",96022,"26:38.0","26:39.3","run",2352,2109,1466,268
"21025","gr",96022,"26:38.0","26:39.4","run",1860,2248,1334,268
"21026","gr",96022,"26:38.0","26:39.5","run",1842,2129,2124,268
"21027","gr",96022,"26:38.0","26:39.6","run",1638,2072,1891,268
"21028","gr",96022,"26:38.0","26:39.7","run",2483,2127,1263,268
"21029","gr",96022,"26:38.0","26:39.8","run",2154,1385,1262,268
"21030","gr",96022,"26:38.0","26:39.9","run",1332,2606,2221,268
"21031","gr",96022,"26:38.0","26:40.0","run",1244,2318,2296,268
"21032","gr",96022,"26:38.0","26:40.1","run",2133,2120,1817,268
"21033","gr",96022,"26:38.0","26:40.2","run",2498,1989,927,268
"21034","gr",96022,"26:38.0","26:40.3","run",1505,2119,2080,268
"21035","gr",96022,"26:38.0","26:40.4","run",1536,2109,2409,268
"21036","gr",96022,"26:38.0","26:40.5","run",1550,1980,2017,268
"21037","gr",96022,"26:38.0","26:40.6","run",3903,1940,448,268
"21038","gr",96022,"26:38.0","26:40.7","run",1811,2141,1811,268
"21039","gr",96022,"26:38.0","26:40.8","run",1439,2063,1980,268
"21040","gr",96022,"26:38.0","26:40.9","run",1126,1947,1925,268
"21041","gr",96022,"26:38.0","26:41.0","run",2921,2098,1019,269
"21042","gr",96022,"26:38.0","26:41.1","run",1823,2094,1855,269
"21043","gr",96022,"26:38.0","26:41.2","run",1617,2002,2162,269
"21044","gr",96022,"26:38.0","26:41.3","run",1095,2328,2437,269
"21045","gr",96022,"26:38.0","26:41.4","run",2857,2153,951,269
"21046","gr",96022,"26:38.0","26:41.5","run",1865,1652,1511,269
"21047","gr",96022,"26:38.0","26:41.6","run",1704,1952,2415,269
"21048","gr",96022,"26:38.0","26:41.7","run",1592,2127,2384,269
"21049","gr",96022,"26:38.0","26:41.8","run",2104,2598,1404,269
"21050","gr",96022,"26:38.0","26:41.9","run",2315,1386,968,269
"21051","gr",96022,"26:38.0","26:42.0","run",1772,2521,2563,269
"21052","gr",96022,"26:38.0","26:42.1","run",1654,2225,2401,269
"21053","gr",96022,"26:38.0","26:42.2","run",1654,2230,1692,269
"21054","gr",96022,"26:38.0","26:42.3","run",2579,1747,878,269
"21055","gr",96022,"26:38.0","26:42.4","run",1748,2327,1935,269
"21056","gr",96022,"26:38.0","26:42.5","run",1602,1993,2109,269
"21057","gr",96022,"26:38.0","26:42.6","run",645,1458,1932,269
"21058","gr",96022,"26:38.0","26:42.7","run",2557,1801,1198,269
"21059","gr",96022,"26:38.0","26:42.8","run",2032,2033,1634,269
